timestamp,session_id,query,response,retrieval_strategy,num_documents,retrieval_latency_ms,llm_latency_ms,total_latency_ms,faithfulness,context_recall,meets_threshold,response_filtered,success
2025-11-18T20:06:53.939887,843612df-bcee-49d4-a9e7-73508d5cea5e,What is the main topic of this document?,,semantic,0,0.0,0.0,1677.73,N/A,N/A,N/A,False,False
2025-11-18T20:11:16.386033,afda9ebf-5e57-49f7-9b00-7f973c0b5484,What is the main topic of this document?,,semantic,0,0.0,0.0,1712.11,N/A,N/A,N/A,False,False
